"","Title","count","Category"
"2256","PARKING AND TRANSPORT MGR 2","2",""
"2296","PAT CASHIERING SUPV 1","2",""
"2305","PAT NAVGTR CLIN SUPV 2","2",""
"2309","PAT NAVGTR NON-CLIN SUPV 2","2",""
"2313","PAT RCDS ABSTRACTOR 3 PD","2",""
"2317","PAT REL MGR 3","2",""
"2331","PAT SUPP CALL CTR MGR 1","2",""
"2333","PAT SUPP CALL CTR SUPV 2","2",""
"2336","PAT TRANSPORT MGR 1","2",""
"2344","PATHOLOGY AST 3 GF","2",""
"2349","PAYROLL ANL 4","2",""
"2364","PERFUSIONIST PRN EX","2",""
"2374","PERSONNEL ANL PRN 1 SUPV","2",""
"2377","PERSONNEL ANL SR SUPV","2",""
"2409","PHOTOGRAPHER","2",""
"2414","PHYS PLT ADM AST","2",""
"2425","PHYS PLT SUPT AST","2",""
"2452","PHYSCN NETWORK DEV SPEC 3 GF","2",""
"2454","PHYSCN SHS 4 LIMITED HOURS","2",""
"2466","PLNG MGR 4","2",""
"2471","PLNG SUPV 2","2",""
"2476","PLUMBER 2","2",""
"2485","POLICE CHF","2",""
"2486","POLICE CHF AST OR CAPTAIN","2",""
"2518","PRG PROMOTION MGR 2 SUPV","2",""
"2534","PRIVATE EQUITY MGR 3","2",""
"2552","PROD CNTRL SUPV 2","2",""
"2557","PRODUCT DEV MGR 1","2",""
"2609","PROJECT POLICY ANL 3 GF","2",""
"2639","PSYCHOLOGIST 2 SUPV","2",""
"2658","PUBL EDUC SPEC 3 GF","2",""
"2702","QA RELEASE MGT MGR 2","2",""
"2705","QLTY AND PERF METRICS MGR 1","2",""
"2708","QLTY IMPV HC MGR 3","2",""
"2718","RAD THER MGR 2","2",""
"2726","RADLG AST 2","2",""
"2727","RADLG AST PD","2",""
"2732","RADLG SVC MGR 3","2",""
"2733","RADLG SVC SUPV 1","2",""
"2748","REAL ESTATE INV MGR 3","2",""
"2751","REAL ESTATE MGR 3","2",""
"2771","RECORDS TECHNICIAN","2",""
"2792","RECR SUPV SR NEX","2",""
"2794","RECR THER 1 NEX","2",""
"2827","REGL AND CMPLNC HC SPEC 1","2",""
"2832","REGL AND CMPLNC HC SUPV 2","2",""
"2835","REGL POLICY AND INTEL PROFL 3","2",""
"2838","REHAB AID 1","2",""
"2894","RESIDENTIAL SVC MECH LD","2",""
"2923","RISK MGT HC PROFL 2","2",""
"2933","RSCH ADM 4 GF","2",""
"2960","RSCH GNT PRG OFCR 3 GF","2",""
"2971","SALES SUPV 2","2",""
"2992","SECOND OFCR","2",""
"2995","SENIOR ACCOUNTANT","2",""
"2998","SENIOR RECORDS TECHNICIAN","2",""
"3001","SHEETMETAL WORKER LD","2",""
"3006","SIGN MAKER SPEC","2",""
"3047","SPEECH PATHOLOGIST SR SUPV EX","2",""
"3049","SPIRITUAL CARE HC MGR 2","2",""
"3058","SR ADMINISTRATIVE ASSISTANT","2",""
"3079","STATE GOVT REL PROFL 2","2",""
"3148","STDT HEALTH DENTIST 4","2",""
"3228","STRAT SOURCING PROFL 2","2",""
"3236","STUDENT SERVICES PROGRAM COORD","2",""
"3260","SURVEY RESEARCHER SUPV 2","2",""
"3263","SUSTAIN MGR 1","2",""
"3294","SYSWIDE ACAD HR ANL 3","2",""
"3299","SYSWIDE BUDGET ANL 3","2",""
"3304","TAX CMPLNC ANL 3","2",""
"3305","TAX CMPLNC ANL 4","2",""
"3306","TAX CMPLNC MGR 2","2",""
"3309","TCHL PROJECT MGR 3","2",""
"3342","TECH TRANSFER OFCR 2","2",""
"3343","TECHNICAL SPECIALIST","2",""
"3354","THEATER PROD PRN SUPV","2",""
"3359","THEATER PROD SUPV SR EX","2",""
"3374","TRANSIT SVC MGR 1","2",""
"3376","TRANSIT SVC SUPV 2","2",""
"3379","TRANSLATOR TCHL","2",""
"3396","TREE TRIM LD","2",""
"3405","UCDC EDUCATOR - FY","2",""
"3449","VETERINARIAN 5","2",""
"3466","VIS ASST SPECIALIST","2",""
"3481","VISUAL COMM SUPV 2","2",""
"3489","VOC REHAB SUPV 2","2",""
"3494","VOLUNTEER SVC SUPV 2","2",""
"975","COORD FLD WK-AY-CONTINUING","1","Unit 18"
"976","COORD FLD WK-FY","1","Unit 18"
"1459","FLD WK SUPV-AY","1","Unit 18"
"3064","SR LECT-AY","1","Unit 18"
"84","ACT LECT PSOE-AY","1","Teaching Track"
"1859","LECT PSOE-AY-LAW","1","Teaching Track"
"1861","LECT SOE-AY-1/9","1","Teaching Track"
"1863","LECT SOE-FY","1","Teaching Track"
"3060","SR LECT SOE-AY-1/9","1","Teaching Track"
"3063","SR LECT SOE-FY","1","Teaching Track"
"3182","STDT RSDNC HALLS LD","1","Students"
"1540","GRAD RESEARCH FELLOW","1","Student Reasearch"
"1549","GSAR-GSHIP","1","Student Reasearch"
"83","ACT INSTR-GRAD STDNT-NON-GSHIP","1","Student Instruction"
"3337","TEACHING ASST STPD","1","Student Instruction"
"3338","TEACHING CLIN DENTAL AST SUPV","1","Student Instruction"
"1","ABSOLUTE RETURNS INV ANL 3","1","Staff"
"68","ACCOUNTING MGR 4","1","Staff"
"252","ANL 4 SUPV","1","Staff"
"254","ANL 5 SUPV","1","Staff"
"256","ANL 6 SUPV MSP","1","Staff"
"267","ARCHITECT PRN","1","Staff"
"270","ARCHITECTURAL ASC NEX","1","Staff"
"272","ARCHITECTURAL ASC SR","1","Staff"
"427","AST FIRE CHF MGR 1","1","Staff"
"477","AUDITOR 2 EX","1","Staff"
"478","AUDITOR 3","1","Staff"
"491","AV IT ENGR MGR 1","1","Staff"
"506","BEH HEALTH PSYCHIATRIC MGR 4","1","Staff"
"507","BEH HEALTH PSYCHIATRIC PROFL 1","1","Staff"
"513","BEHAVIORAL SVC 1","1","Staff"
"519","BENEFITS ANL 5","1","Staff"
"522","BENEFITS MGR 3","1","Staff"
"526","BENEFITS PRG STRAT MGR 1","1","Staff"
"528","BENEFITS PRG STRAT MGR 3","1","Staff"
"556","BLDG MAINT SUPV","1","Staff"
"564","BOTANICAL GARDEN ARBOR MGR SR","1","Staff"
"565","BROADCAST COMM MGR 1","1","Staff"
"570","BROADCAST COMM SUPV 2","1","Staff"
"572","BUDGET ANL PRN 1","1","Staff"
"574","BUDGET ANL PRN SUPV","1","Staff"
"592","BUS SYS ANL 3 GF","1","Staff"
"603","BUS TCHL SUPP MGR 3","1","Staff"
"606","BUS TCHL SUPP SUPV 2 GF","1","Staff"
"608","BUYER 1","1","Staff"
"614","BUYER PRN","1","Staff"
"667","CEMENT MASON LD","1","Staff"
"798","CLIN NURSE SHS MGR 2","1","Staff"
"852","CMPTL AND DATA SCI RSCH SUPV 2","1","Staff"
"853","CMPTL DATA SCI RSCH SPEC 3 GF","1","Staff"
"936","CONSERVATOR 4","1","Staff"
"979","COORD PUBLIC PROG V NON REP","1","Staff"
"1012","CURATORIAL SUPV 2","1","Staff"
"1027","CUSTODIAN LEADER","1","Staff"
"1162","DRAFTING TCHN PRN","1","Staff"
"1234","ELEVATOR MECH HELPER","1","Staff"
"1455","FLD PROG SUPV","1","Staff"
"1533","GLAZIER WORKER LD","1","Staff"
"1698","INFECTION PREVENTION CRD 1","1","Staff"
"1699","INFECTION PREVENTION CRD 2","1","Staff"
"1701","INFECTION PREVENTION CRD 3 GF","1","Staff"
"1718","INSP PLNR EST AST","1","Staff"
"1721","INSPECTION MGR 1","1","Staff"
"1722","INSPECTION MGR 2","1","Staff"
"1724","INSTITUTIONAL RSCH ANL 1","1","Staff"
"1731","INSTITUTIONAL RSCH MGR 3","1","Staff"
"1741","INSULATION WORKER LD","1","Staff"
"1768","IRRIGATION MECH LD","1","Staff"
"1933","MACHINIST WORKER LD","1","Staff"
"2415","PHYS PLT LABORER GARDENER A","1","Staff"
"2550","PROD CNTRL MGR 1","1","Staff"
"2729","RADLG SHS SUPV 2","1","Staff"
"2801","RECYCLING REFUSE SVC MGR 1","1","Staff"
"3422","UTILIZATION MGT MGR 1","1","Staff"
"3423","UTILIZATION MGT MGR 2","1","Staff"
"3507","WATER AND WASTEWATER OPR APPR","1","Staff"
"3508","WATER DISTRIBUTION MECH 2","1","Staff"
"3509","WEB DEVELOPER","1","Staff"
"3510","WINDOW CLEANER","1","Staff"
"3519","WRITTEN COMM MGR 2","1","Staff"
"88","ACT PROF-FY","1","Senate"
"327","ASSOC PROF IN RES-AY-B/E/E","1","Senate"
"388","ASST PROF IN RES-AY-1/9","1","Senate"
"389","ASST PROF IN RES-AY-B/E/E","1","Senate"
"390","ASST PROF IN RES-FY","1","Senate"
"392","ASST PROF IN RES-SFT-VM","1","Senate"
"393","ASST PROF OF CLIN-FY","1","Senate"
"2565","PROF IN RES-AY-1/9","1","Senate"
"2950","RSCH CMPLNC MGR 3","1","Research Staff"
"195","AGRON AES-B/E/E-AY","1","Research"
"343","ASSOC PROJ SCIENTIST (WOS)","1","Research"
"347","ASSOC PROJ SCNTST-FY-B/E/E NEX","1","Research"
"355","ASSOC RES-LR SCL-AY-1/9","1","Research"
"357","ASSOC RES-LR SCL-FY","1","Research"
"378","ASST AGRON AES","1","Research"
"418","ASST RES-LR SCL-AY-B/E/E","1","Research"
"419","ASST RES-LR SCL-FY","1","Research"
"2877","RES-LR SCL-FY","1","Research"
"3476","VIS SPECIALIST NEX","1","Research"
"80","ACT ASST PROF-AY-1/9-B/E/E","1","Non-Senate"
"99","ADJ PROF-AY-1/10-BEE","1","Non-Senate"
"304","ASSOC ADJ PROF-FY-B/E/E","1","Non-Senate"
"372","ASST ADJ PROF-AY-1/9-B/E/E","1","Non-Senate"
"806","CLIN PROF-DENT-50%/+-FY","1","Non-Senate"
"212","AMBUL CARE ADMSTN CRD 4 GF","1","Med Center"
"240","ANESTHETIST NURSE PRN","1","Med Center"
"245","ANGIOGRAPHY TCHNO LD","1","Med Center"
"246","ANGIOGRAPHY TCHNO PD","1","Med Center"
"465","AUDIOLOGIST PD","1","Med Center"
"622","CARDIOVASCULAR MGR 2","1","Med Center"
"713","CIO MED CTR","1","Med Center"
"724","CLIN APPLICATIONS PROFL 1","1","Med Center"
"735","CLIN DOC SPEC 2","1","Med Center"
"737","CLIN DOC SPEC 3 GF","1","Med Center"
"739","CLIN DOC SUPV 2","1","Med Center"
"743","CLIN ENGR 4","1","Med Center"
"744","CLIN ENGR 5","1","Med Center"
"747","CLIN ENGR MGR 3","1","Med Center"
"754","CLIN IMG IT SPEC 3 GF","1","Med Center"
"756","CLIN IMG IT SPEC 5","1","Med Center"
"757","CLIN IMG IT SUPV 2","1","Med Center"
"760","CLIN INFORMATICS MGR 3","1","Med Center"
"792","CLIN NURSE EDUC 5","1","Med Center"
"794","CLIN NURSE EDUC MGR 2","1","Med Center"
"802","CLIN NURSE SUPV 4 NEX","1","Med Center"
"808","CLIN PROFL SVC MGR 1","1","Med Center"
"816","CLIN REGIS SUPV 1","1","Med Center"
"819","CLIN RSCH ANL 4 GF","1","Med Center"
"825","CLIN RSCH CRD SUPV","1","Med Center"
"840","CLIN SPEC SUPV NEX","1","Med Center"
"841","CLINICAL NURSE","1","Med Center"
"1338","EXEC VP PHYSCN SVC VD CLIN AFF","1","Med Center"
"1582","HEALTH PLAN ADMIN MGR 3","1","Med Center"
"1995","MED AST 4","1","Med Center"
"1997","MED CTR BLDG MAINT WORKER","1","Med Center"
"1998","MED CTR BLDG MAINT WORKER LD","1","Med Center"
"2010","MED CTR DEV TCHN 3","1","Med Center"
"2014","MED CTR ELECTR TCHN TRAINEE","1","Med Center"
"2040","MED ESTHETICIAN 3","1","Med Center"
"2044","MED INTERPRETER SVC MGR 1","1","Med Center"
"2047","MED LIBRARY HC PROFL 3","1","Med Center"
"2048","MED LIBRARY HC PROFL 3 GF","1","Med Center"
"2055","MED OFC SVC CRD 3 PD","1","Med Center"
"2058","MED PHYSICS SUPV 2","1","Med Center"
"2059","MED RCDS ADM","1","Med Center"
"2065","MED STF SVC MGR 3","1","Med Center"
"2070","MED SVC DIR","1","Med Center"
"2168","NURSE ANESTHETIST SUPV 2","1","Med Center"
"2188","NURSE-ONCALL","1","Med Center"
"2392","PHARMACY MGR 4","1","Med Center"
"461","ATH TRAINER SUPV","1","Athletics"
"2773","RECR COACH MGR 1","1","Athletics"
"3365","TRAINER 1","1","Athletics"
"299","ASSISTANT DIRECTOR, ADMIN SYS","1","Admin Staff"
"435","AST VP INSTITUTIONAL ADV","1","Admin Staff"
"984","COUNSEL","1","Admin Staff"
"1326","EXEC ADVISOR MGR 4","1","Admin Staff"
"1329","EXEC AST 4 GF","1","Admin Staff"
"1613","HOSP AST","1","Admin Staff"
"1836","LABOR REL MGR 4","1","Admin Staff"
"29","ACADEMIC ADMINISTRATOR II NEX","1","Admin"
"32","ACADEMIC ADMINISTRATOR IV NEX","1","Admin"
"45","ACADEMIC DEAN","1","Admin"
"89","ACT/INTERIM ASSOC VICE CHANC","1","Admin"
"281","ASC CHF INV OFCR","1","Admin"
"285","ASC VP ACAD PRG AND STRAT","1","Admin"
"286","ASC VP BUDGET AND FAC MGT","1","Admin"
"287","ASC VP BUS OPS ANR","1","Admin"
"288","ASC VP CPO","1","Admin"
"289","ASC VP CRO","1","Admin"
"290","ASC VP CSO","1","Admin"
"291","ASC VP ENERGY AND SUSTAIN","1","Admin"
"292","ASC VP FEDERAL GOVT REL","1","Admin"
"293","ASC VP HS","1","Admin"
"294","ASC VP STATE GOVT REL","1","Admin"
"295","ASC VP SYSWIDE CONTROLLER","1","Admin"
"676","CHANCELLOR AND DEAN","1","Admin"
"686","CHIEF FINANCIAL OFFICER","1","Admin"
"687","CHIEF INFORMATION OFFICER","1","Admin"
"1078","DEAN-EXTENDED LEARNING","1","Admin"
"1336","EXEC VP BUS OPS","1","Admin"
"1337","EXEC VP CFO","1","Admin"
"3424","VC ACAD PERSONNEL","1","Admin"
"3425","VC AND DEAN MARINE SCI","1","Admin"
"3427","VC BUDGET AND PLNG","1","Admin"
"3429","VC BUS DEV INNOV AND PARTNER","1","Admin"
"3431","VC COMMUNITY & GOVT REL","1","Admin"
"3438","VC UNDERGRAD","1","Admin"
"3454","VICE PROVOST ACAD PERSONNEL","1","Admin"
"3495","VP ANR","1","Admin"
"3496","VP GUEA","1","Admin"
"3497","VP HR","1","Admin"
"3498","VP IR AND ACAD PLNG","1","Admin"
"3499","VP NATIONAL LAB","1","Admin"
"3500","VP RSCH AND GRAD STUDIES","1","Admin"
"9","ACAD ACHIEVEMENT MGR 2","1","Acad Staff"
"23","ACAD PRG MGT OFCR 3 GF","1","Acad Staff"
"46","ACADEMIC PROGRAM COORDINATOR","1","Acad Staff"
"951","CONTINUING EDUCATOR II NEX","1","Acad Staff"
"1733","INSTRUCTIONAL DESIGN MGR 2","1","Acad Staff"
"1738","INSTRUCTIONAL DESIGNER 4 GF","1","Acad Staff"
"1884","LIBRARIAN-CAREER NON REP","1","Acad Staff"
"1896","LIBRARY BOOKBINDER PRN","1","Acad Staff"
"2747","READER-NON STDNT/NON REP","1","Acad Staff"
"2813","REGISTRAR COLL MGR 1","1","Acad Staff"
"2814","REGISTRAR COLL SUPV 1","1","Acad Staff"
"51","ACCESS REPR PRN PD","1",""
"53","ACCOUNTANT","1",""
"64","ACCOUNTANT SUPV 2 GF","1",""
"75","ACQUISITIONS MGR 2","1",""
"118","ADMIN ASSISTANT TO ACAD DEAN","1",""
"133","ADMIN NURSE 5","1",""
"134","ADMIN NURSE SHS PROFL 4","1",""
"145","ADMIN SUPV 2 GF","1",""
"163","ADMISSIONS RECRMT SUPV 2 GF","1",""
"175","ADV PRACTICE MGR 2","1",""
"180","AEROSPACE ENGR 1","1",""
"200","ALUMNI EXTERNAL REL MGR 4","1",""
"296","ASSET ALLOC AND INV STRAT MGR3","1",""
"314","ASSOC DIR (MGT)","1",""
"430","AST SUPT MGR 2","1",""
"431","AST TO BLANK 1 SUPV","1",""
"432","AST TO BLANK 2 SUPV","1",""
"618","CAPITAL MARKETS FIN MGR 2","1",""
"620","CAPITAL MARKETS FIN OFCR 4","1",""
"641","CAREER SVC SUPV 1","1",""
"644","CARPENTER 2","1",""
"645","CARPENTER APPR","1",""
"657","CASE MGR SOCIAL WORKER PD","1",""
"662","CASHIER OFC MGR","1",""
"682","CHF INV OFCR","1",""
"684","CHF TRANSFMTN OFCR","1",""
"685","CHI GREEN SCHOLAR-UCSD","1",""
"691","CHILD DEV ASC SR","1",""
"700","CHILD DEV DEMO LECT","1",""
"712","CHILD LIFE TEACHER 3","1",""
"714","CITY AND CAMPUS FIRE CHF MGR 3","1",""
"881","CNSLR 3","1",""
"890","COGEN OPR LD","1",""
"893","COLL REPR SR SUPV","1",""
"895","COMM AND NETWORK TCHL ANL 1","1",""
"903","COMM AND NETWORK TCHL MGR 3","1",""
"920","COMPENSATION SUPV 2","1",""
"923","COMPUTER OPR","1",""
"934","CONCIERGE MGR 1","1",""
"935","CONCIERGE MGR 2","1",""
"937","CONST INSP 2","1",""
"991","CSO HEAD OF HLTH AFFIL NETWORK","1",""
"992","CSO MED CTR","1",""
"1032","CUSTODIAN SR PD","1",""
"1041","CWSP - OFF CAMPUS","1",""
"1046","CYTO TCHNO SR PD","1",""
"1052","DATA PROC PROD CRD SR","1",""
"1061","DATA SYS MGR 3","1",""
"1067","DATABASE ADM 3 GF","1",""
"1071","DATATEL SYSTEMS ADMINISTRATOR","1",""
"1072","DATATEL USER SUPPORT ANALYST","1",""
"1085","DECISION SUPP SPEC 3 GF","1",""
"1099","DEPARTMENT VICE CHAIR","1",""
"1105","DESIGN AND CONST MGR 4","1",""
"1109","DESIGN AND CONST MGT SPEC 5","1",""
"1111","DEV ENGR ASC SUPV","1",""
"1127","DIETITIAN 1 NEX","1",""
"1130","DIETITIAN CHF","1",""
"1133","DIETITIAN PRN SUPV","1",""
"1137","DIGITAL COMM MGR 2","1",""
"1150","DIRECTOR OF ACAD SUPPORT PGM","1",""
"1151","DIRECTOR OF DRP","1",""
"1152","DIRECTOR OF INFORMATION TECH","1",""
"1153","DIRECTOR OF LEOP","1",""
"1156","DIVING OFCR","1",""
"1160","DOSIMETRY MGR 1","1",""
"1167","ECHOCARDIOGRAPHIC TCHN","1",""
"1176","EDUC FAC PLNR SR","1",""
"1179","EDUC TCHL MGR 2","1",""
"1190","EEG TCHNO SUPV EX","1",""
"1199","EHS MGR 4","1",""
"1204","EHS SPEC 2 SUPV","1",""
"1223","ELECTRN AST SUPV","1",""
"1230","ELECTROCARDIOGRAPH TCHN PD","1",""
"1236","ELEVATOR MECH SUPV","1",""
"1242","EMERGENCY MED TCHN PD","1",""
"1248","EMPLOYEE HEALTH SVC RN SUPV 2","1",""
"1251","EMPLOYEE REL MGR 3","1",""
"1256","EMPLOYEE REL SUPV 2","1",""
"1259","EMPLOYMENT MGR 2","1",""
"1260","EMPLOYMENT MGR 4","1",""
"1265","EMPLOYMENT REPR 5","1",""
"1266","EMPLOYMENT SUPV 1","1",""
"1269","ENERGY MGR 2","1",""
"1270","ENERGY MGR 3","1",""
"1273","ENERGY MGT ANL 3 GF","1",""
"1279","ENGR ASC SUPV","1",""
"1281","ENGR JR","1",""
"1285","ENGR SR SUPV","1",""
"1290","ENTERPRISE RISK MGR 4","1",""
"1315","EVENTS SPEC 4 GF","1",""
"1334","EXEC DIR MED GROUP","1",""
"1339","EXEC VP UC HEALTH","1",""
"1341","EXECUTIVE DIRECTOR - HR","1",""
"1343","EXHIBITIONS SUPV 2","1",""
"1345","FAC MAINT SUPV SR","1",""
"1351","FAC MGR 4","1",""
"1375","FACULTY ASST TO CHANC","1",""
"1397","FIELD VETERINARIAN 4","1",""
"1404","FIN ANL SR SUPV","1",""
"1439","FIRE AND SCRTY SYS SUPV","1",""
"1444","FIRE CHF MGR 2","1",""
"1454","FIXED INCOME INV OFCR","1",""
"1461","FLEET SVC MGR 1","1",""
"1464","FLOATING LAB CREWMEMBER","1",""
"1467","FLOORING INSTALLER SUPV","1",""
"1468","FOOD SVC CRD","1",""
"1473","FOOD SVC MECH LD","1",""
"1482","FOOD SVC SUPV","1",""
"1492","FUNDRAISER","1",""
"1510","GEN COUNSEL VP LEGAL AFFAIRS","1",""
"1511","GENERAL COUNSEL/BOARD SCRTRY","1",""
"1513","GENETIC CNSLNG HC MGR 2","1",""
"1521","GENETIC CNSLR PD","1",""
"1531","GIFT SHOP MGR","1",""
"1535","GOVT REL MGR 2","1",""
"1548","GROUNDSKEEPER SR LD","1",""
"1603","HISTO TCHNO SUPV EX","1",""
"1606","HOME HEALTH MGR 1","1",""
"1612","HOSP AID PD","1",""
"1636","HOSP MED TRANSCRIBER SR PD","1",""
"1637","HOSP RAD PHYSICIST AST","1",""
"1639","HOSP RAD PHYSICIST NEX","1",""
"1640","HOSP RAD PHYSICIST SUPV","1",""
"1649","HR ANL 1","1",""
"1657","HR GENERALIST 4 GF","1",""
"1665","HR SUPV 2 GF","1",""
"1688","HVY DUTY EQUIP TCHN AST","1",""
"1742","INTELLECTUAL PROPERTY OFCR 3","1",""
"1743","INTELLECTUAL PROPERTY OFCR 4","1",""
"1750","INTERVENTIONAL RADLG TCHNO LD","1",""
"1753","INV RISK MGR 3","1",""
"1761","IP OFCR 2 GF","1",""
"1765","IP SUPV 2","1",""
"1770","IRRIGATION SPEC LD","1",""
"1778","IT ARCHITECT MGR 3","1",""
"1779","IT ARCHITECT SUPV 2","1",""
"1791","JR SPECIALIST (WOS)","1",""
"1794","JR SPECIALIST NON REP","1",""
"1820","LAB GLASSBLOWER TRAINEE","1",""
"1830","LAB PROCESSING SUPV 2 GF","1",""
"1845","LACTATION CONSULTANT 3 GF","1",""
"1846","LANDSCAPE ARCHITECT AST","1",""
"1847","LANDSCAPE GROUNDS MGR 1","1",""
"1852","LAUNDRY MGR 1","1",""
"1877","LEGAL SECRETARY","1",""
"1879","LEGAL SUPP SPEC 4","1",""
"1880","LEGAL SVC ADVISOR 1","1",""
"1887","LIBRARY ASSISTANT IV","1",""
"1893","LIBRARY AST 4 SUPV","1",""
"1899","LIBRARY MGR 2","1",""
"1911","LINGUISTIC INTERPRETER SR","1",""
"1912","LOAN ORIGINATION MGR 1","1",""
"1913","LOAN ORIGINATION MGR 2","1",""
"1916","LOAN ORIGINATION OFCR 4","1",""
"1918","LOAN SVC ANL 3","1",""
"1919","LOAN SVC MGR 1","1",""
"1921","LOCKSMITH 1","1",""
"1925","LOCKSMITH SUPV","1",""
"1928","LRNG SKLS CNSLR AST","1",""
"1945","MAINT MECH SUPV","1",""
"1950","MANAGER, STUDENT HEALTH SVCS","1",""
"1951","MANAGING DIRECTOR","1",""
"1955","MARINE MECHN PRN","1",""
"1957","MARINE OPS MGR 4","1",""
"1970","MARKETING SPEC 4 GF","1",""
"1976","MASON AST SUPV","1",""
"1977","MASON SUPV","1",""
"1982","MATERIALS MGT HC MGR 4","1",""
"1988","MECH SHOP SUPT SR","1",""
"2073","MEDIA COMM MGR 3","1",""
"2079","MEDIA COMM SUPV 2","1",""
"2090","MGD CARE MGR 3","1",""
"2100","MGR ASC","1",""
"2131","MUSEUM SCI SR SUPV","1",""
"2134","MUSICIAN","1",""
"2144","NEURO TCHNO SR PD","1",""
"2146","NEURODIAGNOSTIC SVC MGR 2","1",""
"2193","OCCUPATIONAL THER 1 SUPV","1",""
"2208","OMBUDSPERSON 4 GF","1",""
"2218","OPS ROOM EQUIP SPEC 1","1",""
"2228","OPTOMETRY SUPV 2","1",""
"2247","PAINTER SUPV","1",""
"2249","PARALEGAL 1","1",""
"2254","PARALEGAL SPEC","1",""
"2273","PAT ACCESS SVC MGR 3","1",""
"2274","PAT ACCESS SVC MGR 4","1",""
"2277","PAT ACCESS SVC SUPV 2 GF","1",""
"2292","PAT CARE DIALYSIS TCHN 2 PD","1",""
"2297","PAT CASHIERING SUPV 2","1",""
"2304","PAT NAVGTR CLIN 5","1",""
"2316","PAT REL MGR 2","1",""
"2318","PAT REL MGR 4","1",""
"2322","PAT REL SUPV 1","1",""
"2327","PAT SFTY PROFL 5","1",""
"2355","PAYROLL SUPV 2 GF","1",""
"2358","PERF ARTS MGR 2","1",""
"2360","PERFUSION SUPV 2","1",""
"2361","PERFUSION SUPV 2 EX","1",""
"2411","PHOTOGRAPHER PRN SUPV","1",""
"2413","PHOTOGRAPHIC TCHN SR","1",""
"2422","PHYS PLT MECH SUPV NEX","1",""
"2423","PHYS PLT SPEC","1",""
"2435","PHYS THER 3 SUPV EX","1",""
"2438","PHYS THER 5","1",""
"2450","PHYSCN NETWORK DEV MGR 2","1",""
"2474","PLT OPR LD","1",""
"2477","PLUMBER APPR","1",""
"2478","PLUMBER AST SUPV","1",""
"2502","POPULATION HEALTH MGR 3","1",""
"2505","POPULATION HEALTH SPEC 5","1",""
"2516","PRG PROMOTION MGR 1 SUPV","1",""
"2522","PRG REPR 3 SUPV","1",""
"2526","PRIVACY AND CMPLNC HC MGR 2","1",""
"2527","PRIVACY AND CMPLNC HC PROFL 2","1",""
"2531","PRIVATE EQUITY INV ANL 3","1",""
"2532","PRIVATE EQUITY INV DIR","1",""
"2544","PROCUREMENT MGR 3","1",""
"2551","PROD CNTRL SUPV 1","1",""
"2562","PRODUCT DEV SUPV 2","1",""
"2585","PROFL ENGR 3 GF","1",""
"2587","PROFL ENGR 5","1",""
"2616","PROJECT POLICY ANL MGR 4","1",""
"2621","PROSPECT RSCH MGR 2","1",""
"2625","PROSPECT RSCH SPEC 5","1",""
"2630","PROVIDER ENROLLMENT PROFL 4","1",""
"2631","PROVOST EXEC VP ACAD AFFAIRS","1",""
"2636","PSYCHOLOGIST 1 PD","1",""
"2638","PSYCHOLOGIST 2 PD","1",""
"2643","PSYCHOMETRY SUPV 2","1",""
"2660","PUBL EDUC SUPV 1","1",""
"2662","PUBL EQUITY INV ANL 3","1",""
"2663","PUBL EQUITY INV DIR","1",""
"2665","PUBL EQUITY MGR 3","1",""
"2669","PUBL EVENTS MGR PRN SUPV","1",""
"2671","PUBL EVENTS MGR SR SUPV","1",""
"2672","PUBL EVENTS MGR SUPV NEX","1",""
"2676","PUBL INFO REPR SUPV","1",""
"2683","PUBLICATIONS PROD MGR 2","1",""
"2684","PUBLICATIONS PROD MGR 4","1",""
"2690","PUBLICATIONS PROD SUPV 2 GF","1",""
"2691","PUBLICATONS MGR SR SUPV","1",""
"2693","PULMONARY TCHN 2","1",""
"2701","QA RELEASE MGT MGR 1","1",""
"2712","QLTY IMPV HC SPEC 3 GF","1",""
"2715","QLTY IMPV HC SUPV 1","1",""
"2719","RAD THER SUPV 2","1",""
"2721","RAD THER TCHNO CHF","1",""
"2740","RADLG TCHNO PRN SUPV","1",""
"2749","REAL ESTATE MGR 1","1",""
"2750","REAL ESTATE MGR 2","1",""
"2754","REAL ESTATE OFCR 3 GF","1",""
"2766","RECORDS ANL 2 CX","1",""
"2769","RECORDS MGR 1","1",""
"2770","RECORDS SUPV 1","1",""
"2793","RECR THER 1 EX","1",""
"2797","RECR THER 2 PD","1",""
"2798","RECR THER 3 EX","1",""
"2800","RECR THER PD","1",""
"2806","REG DENTAL AST SUPV EXTD FUNC","1",""
"2811","REGENTS"" PROF","1",""
"2833","REGL POLICY AND INTEL MGR 1","1",""
"2834","REGL POLICY AND INTEL MGR 2","1",""
"2837","REGL POLICY AND INTEL PROFL 5","1",""
"2841","REHAB AID 2 PD","1",""
"2847","REHAB SVC SUPV 1","1",""
"2849","REIMB HC ANL 1","1",""
"2854","REIMB HC MGR 1","1",""
"2856","REIMB HC MGR 3","1",""
"2857","REIMB HC SUPV 2","1",""
"2861","REPROGRAPHICS SUPV SR EX","1",""
"2886","RESID PHYS II-VIII/REP-OV","1",""
"2890","RESID PHYS/SUBSPEC/T32/NON REP","1",""
"2897","RESP CARE MGR 3","1",""
"2906","RESP THER PD","1",""
